FechaProceso	Identificador	Agregado	Descripción
20/02/2000	608	31541	línea 608
06/04/1995	609	33674	línea 609
29/03/1999	610	13043	línea 610
28/02/1999	611	2617	línea 611
16/09/1998	612	6054	línea 612
21/11/1996	613	27790	línea 613
11/01/1998	614	-469	línea 614
20/01/1995	615	14440	línea 615
29/03/1995	616	14030	línea 616
05/07/1998	617	10024	línea 617
18/01/2000	618	13933	línea 618
26/10/1997	619	12906	línea 619
02/06/1997	620	13664	línea 620
22/05/1999	621	11027	línea 621
10/01/1997	622	14778	línea 622
13/07/1997	623	8804	línea 623
06/04/2000	624	19114	línea 624
03/07/1997	625	-1020	línea 625
03/10/1995	626	7420	línea 626
11/11/2000	627	-2151	línea 627
19/10/1999	628	28578	línea 628
12/03/1998	629	451	línea 629
25/11/1996	630	28178	línea 630
22/06/1997	631	11442	línea 631
31/10/2000	632	3982	línea 632
13/12/2000	633	17309	línea 633
22/09/1995	634	2514	línea 634
10/06/1996	635	10318	línea 635
17/11/1998	636	2476	línea 636
14/01/1996	637	1877	línea 637
11/11/2000	638	517	línea 638
09/01/1999	639	5688	línea 639
13/02/1995	640	28485	línea 640
02/04/2000	641	-1944	línea 641
01/08/1998	642	292	línea 642
05/04/1995	643	31765	línea 643
04/07/1998	644	5305	línea 644
06/01/1995	645	22736	línea 645
05/01/1996	646	32919	línea 646
11/07/1999	647	28723	línea 647
04/01/1999	648	27091	línea 648
09/09/1997	649	2654	línea 649
28/10/1996	650	27442	línea 650
09/08/1995	651	1752	línea 651
19/06/1998	652	16298	línea 652
11/03/1995	653	6287	línea 653
14/04/1997	654	12859	línea 654
08/11/1999	655	25224	línea 655
06/12/1998	656	3550	línea 656
11/02/1995	657	-1476	línea 657
16/10/1999	658	29867	línea 658
10/10/1996	659	30725	línea 659
15/02/1999	660	36839	línea 660
30/01/2000	661	33853	línea 661
17/03/1998	662	10542	línea 662
02/06/2000	663	9782	línea 663
27/07/1995	664	23232	línea 664
22/04/2000	665	-680	línea 665
01/06/1996	666	36337	línea 666
30/06/1995	667	28101	línea 667
17/08/1999	668	9061	línea 668
30/01/1996	669	670	línea 669
12/07/1996	670	4631	línea 670
02/01/1998	671	5721	línea 671
10/03/1996	672	26574	línea 672
17/11/1997	673	32570	línea 673
19/03/1996	674	7476	línea 674
01/07/1999	675	30822	línea 675
14/02/2000	676	-912	línea 676
25/09/2000	677	27742	línea 677
20/06/1998	678	29392	línea 678
13/05/1996	679	29861	línea 679
29/11/1995	680	25634	línea 680
25/06/1996	681	34835	línea 681
07/01/1997	682	3710	línea 682
13/08/1997	683	13079	línea 683
03/01/1997	684	3768	línea 684
07/09/2000	685	444	línea 685
30/08/1999	686	22767	línea 686
28/11/1999	687	26809	línea 687
13/06/1995	688	21316	línea 688
12/09/1996	689	19302	línea 689
17/03/1998	690	14940	línea 690
03/04/1998	691	11209	línea 691
24/02/1998	692	14800	línea 692
23/07/1995	693	18118	línea 693
08/11/1998	694	34818	línea 694
05/12/1997	695	23560	línea 695
12/03/1995	696	12930	línea 696
16/06/1996	697	5985	línea 697
25/12/1998	698	2295	línea 698
09/08/1998	699	35033	línea 699
20/04/1999	700	2673	línea 700
12/04/1995	701	19582	línea 701
14/04/1999	702	-2273	línea 702
18/10/1998	703	11936	línea 703
09/04/1998	704	13341	línea 704
07/07/1997	705	20276	línea 705
03/11/1997	706	22371	línea 706
30/09/1996	707	34848	línea 707
19/01/1999	708	34580	línea 708
13/05/1998	709	26461	línea 709
01/01/1999	710	21189	línea 710
12/11/1999	711	5652	línea 711
11/03/1999	712	34629	línea 712
06/06/1996	713	-2148	línea 713
18/06/1997	714	10152	línea 714
30/04/1996	715	32849	línea 715
14/09/1996	716	5769	línea 716
22/12/1997	717	-1129	línea 717
25/09/1997	718	20129	línea 718
09/07/1995	719	27287	línea 719
14/06/1999	720	28685	línea 720
30/10/1999	721	-255	línea 721
14/04/1998	722	1646	línea 722
03/09/1995	723	26416	línea 723
07/08/1997	724	36419	línea 724
28/05/1997	725	21270	línea 725
09/03/1998	726	34920	línea 726
12/09/1998	727	25274	línea 727
30/03/1995	728	18481	línea 728
09/04/2000	729	18925	línea 729
19/01/1998	730	33167	línea 730
26/01/1996	731	370	línea 731
19/01/1997	732	22742	línea 732
09/01/1996	733	22681	línea 733
27/06/1998	734	5584	línea 734
09/03/1995	735	17605	línea 735
07/02/1998	736	35421	línea 736
01/11/1999	737	32973	línea 737
01/08/1998	738	9680	línea 738
12/04/2000	739	14716	línea 739
20/05/1998	740	12002	línea 740
23/02/1996	741	23442	línea 741
24/08/1999	742	6381	línea 742
25/04/1997	743	20550	línea 743
16/12/1997	744	13144	línea 744
24/12/1997	745	14667	línea 745
12/10/2000	746	23816	línea 746
06/08/1999	747	-1610	línea 747
18/10/1995	748	22363	línea 748
02/04/1998	749	14423	línea 749
30/12/1995	750	-2246	línea 750
30/09/1995	751	30125	línea 751
20/06/1998	752	6842	línea 752
07/10/1997	753	33269	línea 753
25/11/1998	754	-1342	línea 754
03/01/1996	755	9227	línea 755
11/09/1997	756	13925	línea 756
05/04/1999	757	12895	línea 757
02/07/1999	758	14272	línea 758
30/03/1999	759	3943	línea 759
15/02/1998	760	15963	línea 760
14/03/1996	761	33147	línea 761
21/04/1997	762	-810	línea 762
24/12/1997	763	16945	línea 763
10/07/1995	764	5446	línea 764
30/12/1997	765	27103	línea 765
14/03/1998	766	32158	línea 766
12/06/1999	767	3398	línea 767
28/01/2000	768	15983	línea 768
24/11/1998	769	34851	línea 769
31/03/1995	770	11881	línea 770
16/08/1996	771	6554	línea 771
01/07/1995	772	33779	línea 772
14/05/1999	773	1454	línea 773
02/05/1997	774	28758	línea 774
11/02/1999	775	-782	línea 775
15/09/2000	776	35578	línea 776
30/09/1998	777	27768	línea 777
14/07/2000	778	28153	línea 778
14/10/1995	779	19593	línea 779
29/06/1996	780	3939	línea 780
05/10/1998	781	3794	línea 781
07/05/1995	782	6237	línea 782
02/02/1996	783	4200	línea 783
20/03/1995	784	-29	línea 784
27/12/1998	785	1876	línea 785
08/07/1999	786	33243	línea 786
23/02/2000	787	2270	línea 787
07/08/1996	788	6326	línea 788
05/06/1997	789	13353	línea 789
15/05/2000	790	16538	línea 790
05/08/1996	791	31129	línea 791
14/03/1998	792	19295	línea 792
15/03/1998	793	27867	línea 793
13/06/2000	794	25227	línea 794
23/07/1996	795	4702	línea 795
08/11/1997	796	30035	línea 796
13/11/1998	797	597	línea 797
02/08/1996	798	23562	línea 798
05/11/1998	799	27059	línea 799
16/06/1996	800	30602	línea 800
02/07/1995	801	-992	línea 801
21/06/1995	802	23861	línea 802
12/02/1999	803	9227	línea 803
02/10/2000	804	10605	línea 804
14/08/1995	805	24731	línea 805
09/09/1999	806	11987	línea 806
09/07/1996	807	-1267	línea 807
03/11/1996	808	24297	línea 808
09/03/1999	809	74	línea 809
11/10/1995	810	23219	línea 810
20/08/1996	811	7375	línea 811
18/03/1998	812	20727	línea 812
05/05/1995	813	16861	línea 813
13/04/1999	814	19657	línea 814
10/03/2000	815	28571	línea 815
15/11/1995	816	36380	línea 816
13/02/1998	817	33414	línea 817
25/11/2000	818	26802	línea 818
11/08/2000	819	15032	línea 819
10/04/1996	820	10065	línea 820
23/12/1999	821	13780	línea 821
09/01/1997	822	-363	línea 822
